Movie ID,Title,Genre,Language,Production House,Release Date,Country,Budget (M USD),Duration (mins),Opening Day Collection (M USD),Weekend Collection (M USD),Lifetime Gross (M USD),Number of Screens,IMAX/3D Available,IMDb Rating,Rotten Tomatoes Score,Audience Reviews,Domestic Collection (M USD),International Collection (M USD),Distribution Company,Marketing Budget (M USD)
MOV5088,Movie 158,Adventure,Chinese,Paramount,20:58.5,China,17.41,95,9.81,26.24,151.87,3819,Yes,7.3,42,48473,94.17,57.7,Paramount,8.66
MOV5984,Movie 159,Animation,Japanese,Disney,20:58.5,India,234.5,148,29.35,77.12,372.44,2728,No,4.6,92,24444,240.62,131.82,Paramount,78.31
MOV5400,Movie 160,Adventure,French,Universal,20:58.5,China,94.3,93,19.16,36.73,324.44,4446,Yes,7.5,55,449173,208.68,115.76,Netflix,36.14
MOV3885,Movie 161,Drama,French,Fox Studios,20:58.5,UK,241.89,168,2.92,5.84,17.85,628,No,5.9,91,439352,10.06,7.79,Netflix,33.21
MOV8078,Movie 162,Thriller,German,Netflix Originals,20:58.5,France,57.07,158,41.45,70.93,639.88,3917,No,7.8,73,361884,326.82,313.06,Paramount,15.11
MOV2888,Movie 163,Horror,Spanish,Fox Studios,20:58.5,Japan,31.21,179,31.17,81.06,329.92,2470,Yes,5.5,51,97144,195.29,134.63,Fox Studios,3.88
MOV2506,Movie 164,Animation,English,Netflix Originals,20:58.5,UK,37.8,147,32.42,76.42,757.51,1172,Yes,9,67,181523,388.54,368.97,Paramount,17.83
MOV6451,Movie 165,Drama,Tamil,Universal,20:58.5,France,263.42,105,4.13,12.02,35.32,3797,No,5.6,57,449830,27.51,7.81,Amazon Prime,34.66
MOV9571,Movie 166,Horror,English,Warner Bros,20:58.5,USA,111.34,101,24.27,71.72,442.2,2169,Yes,4.8,39,152481,249.88,192.32,Amazon Prime,39.91
MOV3606,Movie 167,Adventure,Spanish,Sony Pictures,20:58.5,USA,10.16,155,36.62,79.39,674.44,895,No,8.4,99,156938,411.2,263.24,Warner Bros,1.54
MOV3742,Movie 168,Romance,Telugu,Fox Studios,20:58.5,China,101.06,168,7.15,21.2,181.45,4734,No,5.7,70,394672,130.36,51.09,Sony Pictures,46.8
MOV4330,Movie 169,Romance,Hindi,Paramount,20:58.5,China,73.14,155,27.31,49.06,408.42,611,No,5.7,83,45068,323.06,85.36,Amazon Prime,23.9
MOV4044,Movie 170,Romance,Spanish,Warner Bros,20:58.5,UK,292.75,161,20.37,41.66,413,1080,No,8.1,55,86508,297.63,115.37,Netflix,127.87
MOV5044,Movie 171,Sci-Fi,Spanish,Paramount,20:58.5,China,57.89,166,13.94,27.52,189.61,3912,Yes,9.1,83,391431,115.44,74.17,Fox Studios,25.04
MOV9137,Movie 172,Comedy,German,Universal,20:58.5,USA,40.33,147,10.08,16.94,79.35,2742,Yes,7.4,86,290023,42.27,37.08,Warner Bros,11.04
MOV1613,Movie 173,Drama,Hindi,Netflix Originals,20:58.5,South Korea,188.95,88,28.22,56.72,347.95,2702,No,7.2,48,51089,235.46,112.49,Paramount,58.98
MOV8153,Movie 174,Adventure,English,Disney,20:58.5,Germany,294.27,83,44.32,124.72,391.18,2332,Yes,7.7,49,219095,249.62,141.56,Amazon Prime,51.38
MOV7309,Movie 175,Adventure,Telugu,Universal,20:58.5,India,183.93,136,24.02,58.24,298.79,4501,Yes,9.5,94,429603,213,85.79,Fox Studios,34.43
MOV9956,Movie 176,Animation,German,Sony Pictures,20:58.5,Japan,189.14,121,3.13,6.03,27.85,4025,No,6.3,27,374731,21.46,6.39,Warner Bros,72.98
MOV9920,Movie 177,Horror,Japanese,Disney,20:58.5,Germany,62.64,156,15.54,25.42,128.59,1868,Yes,4.7,36,355966,74.7,53.89,Amazon Prime,11.38
MOV2623,Movie 178,Comedy,Telugu,Sony Pictures,20:58.5,South Korea,29.57,123,25.62,45.97,147,507,Yes,4.4,82,232214,80.15,66.85,Sony Pictures,10.96
MOV8865,Movie 179,Comedy,Hindi,Warner Bros,20:58.5,India,159.87,156,18.09,27.55,128.69,2586,No,6.3,35,426936,88.05,40.64,Netflix,54.12
MOV4681,Movie 180,Comedy,Chinese,Fox Studios,20:58.5,Germany,83.82,123,38.63,108.49,885.15,2951,Yes,5.8,80,217992,449.25,435.9,Netflix,9.31
MOV9119,Movie 181,Sci-Fi,German,Disney,20:58.5,Japan,23.08,176,25.47,56.63,316.36,3432,No,7,32,181124,252.22,64.14,Paramount,7.21
MOV6424,Movie 182,Comedy,German,Sony Pictures,20:58.5,China,263.5,179,8.55,16.07,88.69,3718,Yes,7.6,77,109290,56.49,32.2,Fox Studios,112.84
MOV7862,Movie 183,Horror,English,Warner Bros,20:58.5,France,242.37,80,16.41,41.13,375.31,1158,No,4.7,24,349406,198.49,176.82,Paramount,83.52
MOV9789,Movie 184,Sci-Fi,French,Disney,20:58.5,Japan,127.91,92,10.77,19.27,150.57,746,Yes,4.3,48,130065,120.26,30.31,Netflix,15.72
MOV1713,Movie 185,Comedy,Telugu,Fox Studios,20:58.5,Japan,29.57,163,8.76,21.38,209.53,583,No,7.9,93,233472,118.75,90.78,Warner Bros,10.88
MOV8826,Movie 186,Animation,French,Paramount,20:58.5,South Korea,51.56,88,47.35,87.32,228.37,3159,No,5.7,46,317598,154.19,74.18,Paramount,11.64
MOV9581,Movie 187,Action,French,Fox Studios,20:58.5,China,195.3,136,11.62,31.25,185.67,2738,No,4.3,65,262990,120.8,64.87,Amazon Prime,78.68
MOV5687,Movie 188,Adventure,Tamil,Paramount,20:58.5,South Korea,249.14,176,48.91,99.42,664.75,1520,Yes,5.7,45,312967,475.44,189.31,Warner Bros,43.25
MOV1265,Movie 189,Comedy,Korean,Universal,20:58.5,Germany,82.29,102,36.5,81.73,626.53,2957,Yes,7.3,71,16216,476.92,149.61,Amazon Prime,32.95
MOV6558,Movie 190,Action,Korean,Disney,20:58.5,USA,170.09,180,1.83,4.06,21.68,4245,Yes,8.3,48,470564,15.09,6.59,Paramount,29.55
MOV8819,Movie 191,Drama,English,Paramount,20:58.5,UK,193.45,87,24.64,43.33,296.51,1385,Yes,8.4,24,189276,154.65,141.86,Sony Pictures,71.69
MOV8066,Movie 192,Comedy,Hindi,Universal,20:58.5,China,288.03,105,22.22,40.14,138.03,2832,Yes,6.5,37,41899,97.67,40.36,Amazon Prime,103.75
MOV7304,Movie 193,Drama,Hindi,Fox Studios,20:58.5,UK,200.85,137,20.3,40.49,257.22,4368,Yes,5.1,67,232102,134.66,122.56,Warner Bros,44.27
MOV8057,Movie 194,Animation,Japanese,Universal,20:58.5,Japan,130.37,176,11.92,34.64,241.04,1941,Yes,7.8,53,49200,125.84,115.2,Sony Pictures,22.78
MOV8723,Movie 195,Drama,French,Netflix Originals,20:58.5,France,267.79,93,10.24,27.08,183.79,947,No,4.6,95,101130,133.56,50.23,Netflix,52.44
MOV2495,Movie 196,Drama,Chinese,Sony Pictures,20:58.5,France,263.68,168,46.28,131.26,483.48,1554,No,6.8,26,228694,354.29,129.19,Paramount,93.14
MOV7612,Movie 197,Thriller,Hindi,Sony Pictures,20:58.5,India,43.98,97,30.96,74.33,641.75,4434,Yes,6.6,37,164133,364.84,276.91,Sony Pictures,4.84
MOV1592,Movie 198,Horror,Hindi,Universal,20:58.5,India,199.1,168,17.84,48.94,142.59,943,No,5.2,66,434961,101,41.59,Sony Pictures,80.61
MOV9146,Movie 199,Action,Japanese,Sony Pictures,20:58.5,Germany,61.07,169,45.66,81.12,766.94,1166,Yes,4.5,31,56320,456.27,310.67,Warner Bros,26.42
MOV1637,Movie 200,Comedy,Korean,Sony Pictures,20:58.5,South Korea,206.14,85,27.86,56.21,463.09,1533,Yes,5.4,59,128238,289.31,173.78,Netflix,28.93
MOV5732,Movie 201,Comedy,Tamil,Sony Pictures,20:58.5,India,126.86,145,3.63,5.67,49.88,3334,Yes,6.5,60,366607,36.2,13.68,Sony Pictures,51.79
MOV2200,Movie 202,Thriller,English,Disney,20:58.5,USA,116.38,148,19.92,41.88,353.02,2094,No,5.1,45,164423,267.23,85.79,Netflix,56.27
MOV8357,Movie 203,Animation,English,Sony Pictures,20:58.5,USA,68.97,151,33.44,98.02,945.17,511,Yes,6.9,52,192378,671.79,273.38,Fox Studios,24.11
MOV5646,Movie 204,Romance,Korean,Universal,20:58.5,China,64.49,172,20.66,54.55,252.86,4105,Yes,9.2,38,352336,132.77,120.09,Amazon Prime,21.67
MOV1037,Movie 205,Horror,Telugu,Warner Bros,20:58.5,China,12.75,145,24.75,56.83,406.23,3485,No,9.4,93,118960,263.08,143.15,Amazon Prime,5.86
MOV5970,Movie 206,Action,Hindi,Warner Bros,20:58.5,South Korea,138.38,130,3.66,10.38,42.11,3912,Yes,4.2,52,497856,31.79,10.32,Paramount,20.64
MOV9796,Movie 207,Animation,Korean,Fox Studios,20:58.5,France,154.69,109,8.28,22.65,209.05,4986,No,8.6,37,166804,114.32,94.73,Warner Bros,63.65
MOV3024,Movie 208,Thriller,Chinese,Paramount,20:58.5,Japan,192.97,170,32.75,80.02,256.82,3603,Yes,9.5,62,75385,201.47,55.35,Netflix,65.14
MOV8364,Movie 209,Thriller,Japanese,Universal,20:58.5,Germany,179.96,174,11.23,24.01,147.51,893,No,5.2,75,321666,114.02,33.49,Netflix,39.54
MOV6060,Movie 210,Comedy,German,Disney,20:58.5,India,165.28,180,37.83,98.46,639.04,817,No,6.4,64,70170,497.67,141.37,Paramount,32.55
MOV4947,Movie 211,Romance,English,Universal,20:58.5,Germany,286.33,156,36.69,83.54,761.83,3906,Yes,5,41,451687,529.01,232.82,Amazon Prime,78.58
MOV3924,Movie 212,Horror,Japanese,Paramount,20:58.5,UK,156.97,136,10.31,18.46,48.36,868,Yes,4.9,40,495776,38.68,9.68,Paramount,57.7
MOV7484,Movie 213,Comedy,English,Fox Studios,20:58.5,India,127.89,142,7.23,20.28,78.15,2434,Yes,4.1,76,282547,60.6,17.55,Netflix,21.9
MOV9633,Movie 214,Horror,Hindi,Disney,20:58.5,Germany,194.71,82,4.19,8.06,73.99,4534,No,5.3,79,285053,52.03,21.96,Netflix,79.48
MOV2858,Movie 215,Comedy,Hindi,Universal,20:58.5,Germany,27.54,146,46.21,104.36,939.83,2537,Yes,9.9,55,402152,487.36,452.47,Amazon Prime,13.1
MOV8558,Movie 216,Comedy,German,Paramount,20:58.5,France,90.27,101,12.79,30.31,262.82,534,No,4.2,35,344253,185.31,77.51,Netflix,19.19
MOV6015,Movie 217,Animation,Spanish,Disney,20:58.5,South Korea,224.16,109,40.72,65.73,306.14,2137,No,7.2,63,392391,242.98,63.16,Sony Pictures,46.29
MOV1670,Movie 218,Sci-Fi,Tamil,Universal,20:58.5,Japan,112.14,91,15.05,38.63,109.72,2733,No,8.1,50,370552,59.39,50.33,Netflix,34.43
MOV3427,Movie 219,Thriller,Hindi,Disney,20:58.5,USA,138,169,39.42,70.3,478.48,4724,Yes,8.1,25,396645,269.21,209.27,Fox Studios,57.98
MOV5382,Movie 220,Action,French,Paramount,20:58.5,India,200.6,170,42.39,66.89,535.31,1491,No,7.8,68,323227,333.05,202.26,Paramount,47.35
MOV5428,Movie 221,Romance,Hindi,Sony Pictures,20:58.5,Germany,272.42,86,20,35.85,184.71,3740,No,5,81,299097,109.05,75.66,Warner Bros,112.65
MOV1202,Movie 222,Thriller,Spanish,Universal,20:58.5,South Korea,19.62,169,33.5,94.22,669.94,4139,No,9.7,71,248826,459.75,210.19,Sony Pictures,6.66
MOV6412,Movie 223,Action,Hindi,Netflix Originals,20:58.5,Germany,12.68,142,12.53,25.2,62.13,3138,Yes,5.7,48,283700,33.68,28.45,Warner Bros,1.33
MOV6033,Movie 224,Adventure,Spanish,Paramount,20:58.5,France,9.18,91,8.13,16.49,116.52,4289,No,5,40,193984,62.67,53.85,Paramount,1.84
MOV9897,Movie 225,Action,Japanese,Warner Bros,20:58.5,India,53.39,154,21.82,50.3,495.73,849,No,4.7,57,313008,383.31,112.42,Fox Studios,24.35
MOV6033,Movie 226,Thriller,Korean,Netflix Originals,20:58.5,Japan,207.14,124,25.36,48.48,177.46,1043,No,5.4,57,493913,134.13,43.33,Netflix,83.24
MOV3729,Movie 227,Horror,Spanish,Fox Studios,20:58.5,South Korea,122.69,161,39.5,105.77,378.19,4277,Yes,7.6,87,179400,257.77,120.42,Warner Bros,60.25
MOV6782,Movie 228,Thriller,Chinese,Paramount,20:58.5,France,183.28,127,21.95,50.24,443.02,1333,Yes,9.4,80,116130,326.84,116.18,Netflix,86.72
MOV8429,Movie 229,Comedy,Korean,Sony Pictures,20:58.5,China,201.46,159,49.38,96.83,218.35,2272,Yes,5.5,26,162318,137.31,81.04,Sony Pictures,22.59
MOV2425,Movie 230,Drama,Telugu,Universal,20:58.5,Germany,25.64,121,45.26,82.18,671.72,4084,No,6.2,72,156190,437.1,234.62,Paramount,5.26
MOV5959,Movie 231,Sci-Fi,French,Disney,20:58.5,USA,284.19,166,32.3,83.18,177.04,623,No,5.2,44,57390,109.05,67.99,Netflix,106.48
MOV2555,Movie 232,Horror,Telugu,Warner Bros,20:58.5,Germany,266.84,125,39.54,66.76,393.73,4227,No,6,29,59810,270.02,123.71,Netflix,51.15
MOV8041,Movie 233,Animation,Spanish,Fox Studios,20:58.5,Japan,70.29,180,48.2,112.85,270.19,2366,Yes,5.6,40,236231,170.75,99.44,Amazon Prime,31.7
MOV7248,Movie 234,Animation,French,Universal,20:58.5,UK,107.02,129,38.6,102.03,259.87,1272,Yes,7.4,27,332405,190.56,69.31,Netflix,33.72
MOV8743,Movie 235,Drama,French,Fox Studios,20:58.5,China,151.46,134,18.83,45.6,288.24,2125,Yes,9.3,72,438659,205.98,82.26,Paramount,53.32
MOV5974,Movie 236,Animation,Telugu,Fox Studios,20:58.5,France,287.68,153,5.39,12.18,29.21,2634,No,7.5,83,239310,21.28,7.93,Fox Studios,110.24
MOV1059,Movie 237,Sci-Fi,Telugu,Paramount,20:58.5,France,259.83,90,28.21,54.44,365.93,3437,No,8,58,471272,222.73,143.2,Sony Pictures,75.05
MOV4888,Movie 238,Horror,German,Universal,20:58.5,USA,127.71,85,39.3,110.73,549.02,836,Yes,4.8,82,206658,382.71,166.31,Paramount,21.7
MOV7929,Movie 239,Sci-Fi,French,Warner Bros,20:58.5,UK,278.52,90,43.55,128.97,1260.31,2857,No,7.7,35,113123,970.07,290.24,Fox Studios,62.12
MOV3622,Movie 240,Horror,German,Paramount,20:58.5,South Korea,66.27,148,4.48,9,64.81,1654,No,9.5,88,444085,39.72,25.09,Warner Bros,9.03
MOV8614,Movie 241,Action,French,Universal,20:58.5,UK,231.93,96,6.04,15.99,115.62,3228,Yes,5.1,28,335186,86.93,28.69,Sony Pictures,75.38
MOV3059,Movie 242,Comedy,German,Fox Studios,20:58.5,France,284.9,114,36.52,92.75,838.25,928,Yes,5,47,131009,453.58,384.67,Netflix,70.31
MOV7756,Movie 243,Comedy,Chinese,Sony Pictures,20:58.5,Germany,252.64,153,9.5,24.62,123.04,932,Yes,8.7,31,238485,76.36,46.68,Warner Bros,86.75
MOV2061,Movie 244,Romance,Spanish,Sony Pictures,20:58.5,USA,72.99,105,35.44,88.26,210.08,2352,No,5.5,68,129598,142.72,67.36,Paramount,32.94
MOV1661,Movie 245,Romance,Japanese,Netflix Originals,20:58.5,India,221.61,139,16.36,25,114.02,4953,Yes,4.4,37,170145,80.59,33.43,Amazon Prime,79.73
MOV1196,Movie 246,Adventure,Telugu,Warner Bros,20:58.5,UK,101.06,180,26.24,75.14,704.9,1229,Yes,9.9,54,455532,470.41,234.49,Netflix,14.42
MOV1417,Movie 247,Comedy,Japanese,Universal,20:58.5,China,151.36,163,41.24,62.39,363.36,4228,Yes,9.2,97,223938,251.66,111.7,Warner Bros,61.63
MOV9617,Movie 248,Thriller,Korean,Fox Studios,20:58.5,France,157.11,168,2.24,4.48,22.54,4974,Yes,8.4,83,270148,13.94,8.6,Amazon Prime,26.68
MOV3827,Movie 249,Sci-Fi,English,Warner Bros,20:58.5,UK,222.09,111,1.37,2.88,23.86,4660,No,8.3,80,33577,15.1,8.76,Paramount,34.02
MOV4990,Movie 250,Animation,English,Warner Bros,20:58.5,Japan,259.39,163,13.18,27.1,144.46,1924,No,4.6,62,162417,79.15,65.31,Paramount,126.15
MOV3161,Movie 251,Horror,Chinese,Netflix Originals,20:58.5,Germany,111.06,151,28.57,69.71,391.57,1651,Yes,4.2,88,60969,298.67,92.9,Paramount,23.77
MOV7575,Movie 252,Action,French,Fox Studios,20:58.5,Germany,172.77,176,46.64,119.72,270.43,526,Yes,9.9,54,280473,139.12,131.31,Sony Pictures,73.38
MOV6292,Movie 253,Adventure,French,Sony Pictures,20:58.5,Germany,176.15,132,41.01,111.29,990.51,4557,No,5.6,94,231237,677.72,312.79,Fox Studios,43.56
MOV7025,Movie 254,Thriller,Hindi,Disney,20:58.5,Japan,187.55,178,45.49,81.99,683.26,2594,Yes,6.8,41,300073,528.32,154.94,Fox Studios,78.53
MOV5350,Movie 255,Comedy,French,Sony Pictures,20:58.5,South Korea,66.46,84,7.71,20.73,196.68,2296,No,5.7,26,321320,98.51,98.17,Sony Pictures,6.93
MOV8850,Movie 256,Action,Spanish,Universal,20:58.5,China,252.63,159,15.79,33.46,155.41,3579,Yes,8,46,56219,78.27,77.14,Fox Studios,33.76
MOV5131,Movie 257,Thriller,Hindi,Disney,20:58.5,France,32.14,159,31.35,93.05,821.62,3492,No,5.5,53,140537,453.71,367.91,Sony Pictures,7.11
MOV2143,Movie 258,Romance,Spanish,Disney,20:58.5,China,288.68,91,29.35,57.62,537.62,1891,No,9,48,410495,294.01,243.61,Warner Bros,75.18
MOV4527,Movie 259,Action,French,Paramount,20:58.5,China,22.41,122,1.9,3.68,22.98,3554,No,8.5,60,325366,13.33,9.65,Netflix,10.94
MOV9532,Movie 260,Sci-Fi,Korean,Warner Bros,20:58.5,France,241.68,92,11.94,25.9,74.64,2247,Yes,5,78,373908,50.89,23.75,Netflix,112.57
MOV5215,Movie 261,Romance,Telugu,Disney,20:58.5,China,190.68,167,11.58,18.87,130.23,1059,Yes,5.5,95,436636,67.34,62.89,Paramount,27.73
MOV5483,Movie 262,Adventure,Korean,Universal,20:58.5,Japan,264.97,141,20.91,33.21,305.53,1382,No,4.7,60,146032,167.38,138.15,Netflix,84.04
MOV8852,Movie 263,Action,German,Paramount,20:58.5,China,193.13,157,41.24,71.96,558.6,1592,No,9.6,84,485924,292.9,265.7,Netflix,58.81
MOV1600,Movie 264,Horror,French,Universal,20:58.5,Japan,78.37,130,37.54,69.83,222.37,2200,Yes,8.9,89,492262,132.26,90.11,Netflix,27.1
MOV7488,Movie 265,Romance,Chinese,Warner Bros,20:58.5,China,62.73,179,22.09,59.43,153.11,4245,No,6.9,95,376557,82.99,70.12,Paramount,12.21
MOV8171,Movie 266,Sci-Fi,Tamil,Paramount,20:58.5,UK,220.68,143,22.83,61.81,529.35,1961,Yes,6.1,46,426758,349.59,179.76,Warner Bros,68.98
MOV6791,Movie 267,Adventure,French,Warner Bros,20:58.5,USA,157.41,133,31.71,56.77,211.79,4178,No,7.8,71,256725,164.97,46.82,Warner Bros,74.34
MOV8804,Movie 268,Drama,Telugu,Warner Bros,20:58.5,Japan,279.7,174,25.67,49.65,294.31,1191,No,8.2,54,296363,192.77,101.54,Warner Bros,83.71
MOV8079,Movie 269,Horror,Telugu,Sony Pictures,20:58.5,Germany,198.17,122,20.63,46.02,119.39,2868,No,6.7,96,425223,67.27,52.12,Fox Studios,91.55
MOV1386,Movie 270,Horror,Hindi,Sony Pictures,20:58.5,India,210.93,127,4.03,11.66,35.1,4411,No,8.5,78,4372,23.3,11.8,Warner Bros,38.47
MOV2050,Movie 271,Sci-Fi,Tamil,Universal,20:58.5,France,87.49,95,21.28,55.87,456.03,2056,No,8.6,84,395863,283.17,172.86,Paramount,23.58
MOV1660,Movie 272,Drama,German,Warner Bros,20:58.5,Japan,115.63,124,28.46,63.77,146.82,4569,Yes,8.9,33,61657,98.53,48.29,Warner Bros,57.19
MOV5370,Movie 273,Romance,Spanish,Disney,20:58.5,India,207.87,137,30.26,54.58,236.08,1537,No,6.5,53,321766,161.67,74.41,Sony Pictures,103.36
MOV1144,Movie 274,Action,Chinese,Paramount,20:58.5,Japan,43.14,88,5.51,12.16,36.37,3005,No,6.4,53,118239,22.49,13.88,Netflix,12.68
MOV2051,Movie 275,Action,Chinese,Fox Studios,20:58.5,South Korea,253.77,119,48.93,104.82,671.59,1227,No,6.4,99,380454,427.33,244.26,Paramount,88.22
MOV4579,Movie 276,Animation,Hindi,Paramount,20:58.5,India,245.34,138,47.37,119.44,1092.13,3878,No,4,46,480045,612.34,479.79,Amazon Prime,25.29
MOV1898,Movie 277,Animation,English,Fox Studios,20:58.5,UK,221.7,154,22.28,51.18,483.88,3234,Yes,6.2,80,210470,335.64,148.24,Warner Bros,24.77
MOV8097,Movie 278,Drama,Spanish,Paramount,20:58.5,France,265.33,167,33.79,89.65,762.71,4635,Yes,7.1,56,4373,525.27,237.44,Paramount,38.16
MOV1377,Movie 279,Comedy,French,Disney,20:58.5,China,119.8,168,7.69,13.44,109.54,3861,No,6,99,263234,65.94,43.6,Warner Bros,42.57
MOV2684,Movie 280,Sci-Fi,Spanish,Disney,20:58.5,UK,169.24,134,31.14,62.49,380.15,1775,No,9.8,75,486391,276.89,103.26,Paramount,30.45
MOV6303,Movie 281,Comedy,Spanish,Fox Studios,20:58.5,UK,10.35,113,18.58,53.92,297.81,2697,No,5.1,28,375784,157.88,139.93,Paramount,2.65
MOV3053,Movie 282,Action,English,Sony Pictures,20:58.5,France,136.72,143,21.52,39.29,258.85,4760,No,4.5,50,9915,204.48,54.37,Paramount,48.99
MOV9808,Movie 283,Action,Japanese,Warner Bros,20:58.5,South Korea,161,130,14.41,24.07,216.67,1248,No,4.9,88,238928,123.86,92.81,Netflix,19.4
MOV7348,Movie 284,Thriller,Japanese,Warner Bros,20:58.5,South Korea,174.43,86,8.42,13.75,102.39,2151,No,6,53,393261,74.36,28.03,Amazon Prime,21.7
MOV7159,Movie 285,Thriller,Spanish,Fox Studios,20:58.5,Japan,267.2,124,9.13,20.74,134.98,529,No,9,40,335518,105.71,29.27,Sony Pictures,44.49
MOV3289,Movie 286,Comedy,French,Paramount,20:58.5,South Korea,201.55,140,5.21,12.8,119.44,3721,Yes,6.5,86,214127,89.09,30.35,Warner Bros,21.57
MOV7165,Movie 287,Action,English,Sony Pictures,20:58.5,France,137.43,144,18.96,52.8,410.05,1398,Yes,6.3,84,148464,310.78,99.27,Sony Pictures,62.55
MOV1458,Movie 288,Action,Tamil,Disney,20:58.5,USA,116.97,140,30.57,51.63,327.9,994,Yes,6.9,30,69814,179.45,148.45,Paramount,25.68
MOV9604,Movie 289,Horror,French,Fox Studios,20:58.5,China,122.32,107,48.08,101.44,422.84,4641,Yes,8.5,83,337183,244.8,178.04,Amazon Prime,46.59
MOV7984,Movie 290,Horror,Hindi,Fox Studios,20:58.5,Germany,148.24,157,21.74,55.74,342.74,1692,No,5.5,47,475687,189.03,153.71,Paramount,27.18
MOV2121,Movie 291,Horror,Tamil,Disney,20:58.5,Japan,80.54,85,47,114.54,388.1,3742,No,6.3,24,18588,195.07,193.03,Warner Bros,28.16
MOV4289,Movie 292,Animation,Japanese,Sony Pictures,20:58.5,USA,31,161,6.25,13.67,49.67,1252,Yes,8.4,97,168424,32.33,17.34,Amazon Prime,13.55
MOV3096,Movie 293,Horror,Spanish,Netflix Originals,20:58.5,UK,115.48,164,34.27,97.32,778.07,1673,Yes,5.1,53,244576,432.58,345.49,Fox Studios,20.1
MOV1120,Movie 294,Adventure,Telugu,Fox Studios,20:58.5,China,27.34,121,32.14,55.23,137.44,3870,Yes,5.6,89,359405,93.02,44.42,Netflix,6.97
MOV4427,Movie 295,Animation,French,Fox Studios,20:58.5,Japan,156,91,6.22,15.46,120.18,889,No,10,47,477653,85.41,34.77,Amazon Prime,37.24
MOV1871,Movie 296,Adventure,Tamil,Fox Studios,20:58.5,India,222.15,177,4.8,11.95,98.24,878,Yes,6.2,60,274180,50.98,47.26,Fox Studios,28.46
MOV1288,Movie 297,Romance,German,Universal,20:58.5,Germany,252.21,83,17.83,29.58,136.92,3700,Yes,9.2,89,99433,68.92,68,Sony Pictures,106.27
MOV3418,Movie 298,Drama,English,Universal,20:58.5,Japan,109.09,100,45.76,70.96,225.62,1505,Yes,4,83,355155,140.98,84.64,Amazon Prime,43.32
MOV3413,Movie 299,Drama,Korean,Fox Studios,20:58.5,USA,36.78,163,16.67,42.73,166.68,2325,Yes,6.3,48,298514,86.44,80.24,Sony Pictures,3.82
MOV2894,Movie 300,Thriller,English,Universal,20:58.5,Germany,217.04,157,3.84,11.35,48.62,3964,No,8.9,79,64946,28.48,20.14,Fox Studios,27.37
MOV3480,Movie 301,Romance,French,Sony Pictures,20:58.5,Germany,253.85,132,3.52,5.71,24.2,2055,No,9.1,23,326619,14.29,9.91,Paramount,52.6
MOV4334,Movie 302,Adventure,Chinese,Warner Bros,20:58.5,Japan,51,156,26.2,53.21,127.83,3590,Yes,6.4,99,489490,64.73,63.1,Sony Pictures,23.53
MOV2830,Movie 303,Action,Korean,Fox Studios,20:58.5,UK,149.46,154,41.86,107.38,994.43,4495,No,8.1,69,168826,670.65,323.78,Paramount,22.08
MOV1618,Movie 304,Sci-Fi,Korean,Fox Studios,20:58.5,China,83.9,117,7.12,19.99,120.46,1281,Yes,7.8,59,93062,60.24,60.22,Sony Pictures,27.06
MOV4802,Movie 305,Thriller,Korean,Universal,20:58.5,India,97.57,83,1.18,1.93,17.8,2370,Yes,4.2,86,110081,10.1,7.7,Sony Pictures,13.99
MOV1922,Movie 306,Comedy,Tamil,Paramount,20:58.5,South Korea,95.29,140,5.04,11.29,81.37,2379,Yes,9.2,32,151444,54.37,27,Paramount,25.4
MOV6632,Movie 307,Romance,Korean,Sony Pictures,20:58.5,Germany,282.36,163,47.19,97.06,803.7,4650,No,7.8,66,77978,620.31,183.39,Amazon Prime,77.74
MOV2750,Movie 308,Comedy,Chinese,Disney,20:58.5,India,48.74,165,29.36,78.7,468.65,2294,Yes,4.9,92,350632,250.69,217.96,Paramount,6.86
MOV4702,Movie 309,Animation,German,Disney,20:58.5,India,148.72,180,46.43,87.57,510.76,3164,Yes,8.7,44,31424,291.83,218.93,Paramount,70.38
MOV8120,Movie 310,Horror,Korean,Disney,20:58.5,Germany,264.85,170,35.22,95.31,452.71,3336,No,5.1,78,387783,312.05,140.66,Paramount,99.69
MOV9725,Movie 311,Action,Telugu,Netflix Originals,20:58.5,USA,213.94,126,42.46,73.73,573.62,698,Yes,6.9,51,353670,455.53,118.09,Fox Studios,82.61
MOV1319,Movie 312,Action,Japanese,Disney,20:58.5,Japan,239.79,176,17.54,33.48,298.67,1665,Yes,5,72,265992,222.37,76.3,Sony Pictures,119.39
MOV9033,Movie 313,Romance,Hindi,Netflix Originals,20:58.5,UK,85.73,161,40.97,87.27,534.6,3249,Yes,8.4,85,156614,418.3,116.3,Netflix,19.76
MOV1860,Movie 314,Drama,Spanish,Fox Studios,20:58.5,Japan,61.62,109,48.2,117.66,775.59,4276,Yes,6.1,85,477843,602.19,173.4,Warner Bros,19.01
MOV2802,Movie 315,Comedy,Chinese,Fox Studios,20:58.5,China,7.76,90,5.14,14.26,128.47,790,No,6,96,369369,89.62,38.85,Sony Pictures,3.21
MOV9278,Movie 316,Comedy,Chinese,Netflix Originals,20:58.5,France,158.38,102,36.94,62.58,150.5,2044,No,7.3,79,224910,98.13,52.37,Paramount,18.85
MOV7858,Movie 317,Comedy,Hindi,Paramount,20:58.5,Germany,25.74,95,29.96,77.15,259.61,894,No,9.5,42,203584,179.51,80.1,Warner Bros,2.6
